country_code,Year,Total_AI_Investment_USD(MM),GDP_USD(MM),AI_Adoption_Rate,Company,AI_Investment_USD(MM),Return_from_AI_USD(MM),Industry_Code
SGP,2021,1625,397001,0.38,Singapore Airlines,53,64,TRAN
SGP,2021,1625,397001,0.38,Singtel,65,81,TELE
SGP,2021,1625,397001,0.38,Keppel Corporation,40,48,CONG
SGP,2021,1625,397001,0.38,OCBC Bank,58,73,FIN
SGP,2021,1625,397001,0.38,CapitaLand,46,55,REAL
SGP,2021,1625,397001,0.38,UOB,54,65,FIN
SGP,2021,1625,397001,0.38,Wilmar International,36,43,AGRI
SGP,2021,1625,397001,0.38,ST Engineering,43,52,AERO
SGP,2021,1625,397001,0.38,Sembcorp,33,40,UTIL
SGP,2022,2031,424431,0.42,DBS Bank,113,147,FIN
SGP,2022,2031,424431,0.42,Singapore Airlines,67,80,TRAN
SGP,2022,2031,424431,0.42,Singtel,81,101,TELE
SGP,2022,2031,424431,0.42,Keppel Corporation,50,60,CONG
SGP,2022,2031,424431,0.42,OCBC Bank,73,91,FIN
SGP,2022,2031,424431,0.42,CapitaLand,58,70,REAL
SGP,2022,2031,424431,0.42,UOB,68,82,FIN
SGP,2022,2031,424431,0.42,Wilmar International,45,54,AGRI
SGP,2022,2031,424431,0.42,ST Engineering,54,65,AERO
SGP,2022,2031,424431,0.42,Sembcorp,41,49,UTIL
SGP,2023,2539,467874,0.46,DBS Bank,141,183,FIN
SGP,2023,2539,467874,0.46,Singapore Airlines,84,101,TRAN
SGP,2023,2539,467874,0.46,Singtel,101,126,TELE
SGP,2023,2539,467874,0.46,Keppel Corporation,63,76,CONG
SGP,2023,2539,467874,0.46,OCBC Bank,91,114,FIN
SGP,2023,2539,467874,0.46,CapitaLand,72,86,REAL
SGP,2023,2539,467874,0.46,UOB,85,102,FIN
SGP,2023,2539,467874,0.46,Wilmar International,56,67,AGRI
SGP,2023,2539,467874,0.46,ST Engineering,67,80,AERO
SGP,2023,2539,467874,0.46,Sembcorp,51,61,UTIL
SGP,2024,3174,491268,0.50,DBS Bank,176,229,FIN
SGP,2024,3174,491268,0.50,Singapore Airlines,105,126,TRAN
SGP,2024,3174,491268,0.50,Singtel,127,159,TELE
SGP,2024,3174,491268,0.50,Keppel Corporation,79,95,CONG
SGP,2024,3174,491268,0.50,OCBC Bank,114,143,FIN
SGP,2024,3174,491268,0.50,CapitaLand,90,108,REAL
SGP,2024,3174,491268,0.50,UOB,106,127,FIN
SGP,2024,3174,491268,0.50,Wilmar International,70,84,AGRI
SGP,2024,3174,491268,0.50,ST Engineering,84,101,AERO
SGP,2024,3174,491268,0.50,Sembcorp,64,77,UTIL
NLD,2020,1800,913869,0.33,ASML,200,280,TECH
NLD,2020,1800,913869,0.33,Philips,120,156,ELEC
NLD,2020,1800,913869,0.33,ING Group,90,113,FIN
NLD,2020,1800,913869,0.33,Heineken,50,60,FOOD
NLD,2020,1800,913869,0.33,Shell,130,156,ENER
NLD,2020,1800,913869,0.33,Unilever NV,85,102,CONS
NLD,2020,1800,913869,0.33,ABN AMRO,70,84,FIN
NLD,2020,1800,913869,0.33,Aegon,45,54,FIN
NLD,2020,1800,913869,0.33,Akzo Nobel,60,72,CHEM
NLD,2020,1800,913869,0.33,DSM,55,69,CHEM
NLD,2021,2250,1014617,0.37,ASML,250,350,TECH
NLD,2021,2250,1014617,0.37,Philips,150,195,ELEC
NLD,2021,2250,1014617,0.37,ING Group,115,144,FIN
NLD,2021,2250,1014617,0.37,Heineken,65,78,FOOD
NLD,2021,2250,1014617,0.37,Shell,160,192,ENER
NLD,2021,2250,1014617,0.37,Unilever NV,105,126,CONS
NLD,2021,2250,1014617,0.37,ABN AMRO,90,108,FIN
NLD,2021,2250,1014617,0.37,Aegon,58,70,FIN
NLD,2021,2250,1014617,0.37,Akzo Nobel,75,90,CHEM
NLD,2021,2250,1014617,0.37,DSM,70,88,CHEM
NLD,2022,2813,991114,0.41,ASML,313,438,TECH
NLD,2022,2813,991114,0.41,Philips,188,244,ELEC
NLD,2022,2813,991114,0.41,ING Group,144,180,FIN
NLD,2022,2813,991114,0.41,Heineken,81,97,FOOD
NLD,2022,2813,991114,0.41,Shell,200,240,ENER
NLD,2022,2813,991114,0.41,Unilever NV,131,157,CONS
NLD,2022,2813,991114,0.41,ABN AMRO,113,136,FIN
NLD,2022,2813,991114,0.41,Aegon,72,86,FIN
NLD,2022,2813,991114,0.41,Akzo Nobel,94,113,CHEM
NLD,2022,2813,991114,0.41,DSM,88,110,CHEM
NLD,2023,3516,1070402,0.45,ASML,391,547,TECH
NLD,2023,3516,1070402,0.45,Philips,235,306,ELEC
NLD,2023,3516,1070402,0.45,ING Group,180,225,FIN
NLD,2023,3516,1070402,0.45,Heineken,101,121,FOOD
NLD,2023,3516,1070402,0.45,Shell,250,300,ENER
NLD,2023,3516,1070402,0.45,Unilever NV,164,197,CONS
NLD,2023,3516,1070402,0.45,ABN AMRO,141,169,FIN
NLD,2023,3516,1070402,0.45,Aegon,90,108,FIN
NLD,2023,3516,1070402,0.45,Akzo Nobel,118,142,CHEM
NLD,2023,3516,1070402,0.45,DSM,110,138,CHEM
NLD,2024,4395,1123922,0.49,ASML,489,685,TECH
NLD,2024,4395,1123922,0.49,Philips,294,382,ELEC
NLD,2024,4395,1123922,0.49,ING Group,225,281,FIN
NLD,2024,4395,1123922,0.49,Heineken,126,151,FOOD
NLD,2024,4395,1123922,0.49,Shell,313,376,ENER
NLD,2024,4395,1123922,0.49,Unilever NV,205,246,CONS
NLD,2024,4395,1123922,0.49,ABN AMRO,176,211,FIN
NLD,2024,4395,1123922,0.49,Aegon,113,136,FIN
NLD,2024,4395,1123922,0.49,Akzo Nobel,147,176,CHEM
NLD,2024,4395,1123922,0.49,DSM,138,173,CHEM
CHE,2020,2200,703082,0.36,Nestlé,180,234,FOOD
CHE,2020,2200,703082,0.36,Novartis,165,215,PHARM
CHE,2020,2200,703082,0.36,Roche,170,221,PHARM
CHE,2020,2200,703082,0.36,UBS,120,156,FIN
CHE,2020,2200,703082,0.36,ABB,130,169,MFG
CHE,2020,2200,703082,0.36,Zurich Insurance,95,124,FIN
CHE,2020,2200,703082,0.36,Credit Suisse,105,137,FIN
CHE,2020,2200,703082,0.36,Swatch Group,65,78,CONS
CHE,2020,2200,703082,0.36,Swiss Re,85,102,FIN
CHE,2020,2200,703082,0.36,Lonza,90,117,PHARM
CHE,2021,2750,800521,0.40,Nestlé,225,293,FOOD
CHE,2021,2750,800521,0.40,Novartis,205,267,PHARM
CHE,2021,2750,800521,0.40,Roche,215,280,PHARM
CHE,2021,2750,800521,0.40,UBS,150,195,FIN
CHE,2021,2750,800521,0.40,ABB,165,215,MFG
CHE,2021,2750,800521,0.40,Zurich Insurance,120,156,FIN
CHE,2021,2750,800521,0.40,Credit Suisse,135,176,FIN
CHE,2021,2750,800521,0.40,Swatch Group,85,102,CONS
CHE,2021,2750,800521,0.40,Swiss Re,105,126,FIN
CHE,2021,2750,800521,0.40,Lonza,115,150,PHARM
CHE,2022,3438,758719,0.44,Nestlé,281,365,FOOD
CHE,2022,3438,758719,0.44,Novartis,256,333,PHARM
CHE,2022,3438,758719,0.44,Roche,269,350,PHARM
CHE,2022,3438,758719,0.44,UBS,188,244,FIN
CHE,2022,3438,758719,0.44,ABB,206,268,MFG
CHE,2022,3438,758719,0.44,Zurich Insurance,150,195,FIN
CHE,2022,3438,758719,0.44,Credit Suisse,169,220,FIN
CHE,2022,3438,758719,0.44,Swatch Group,106,127,CONS
CHE,2022,3438,758719,0.44,Swiss Re,131,157,FIN
CHE,2022,3438,758719,0.44,Lonza,144,187,PHARM
CHE,2023,4297,826004,0.48,Nestlé,351,456,FOOD
CHE,2023,4297,826004,0.48,Novartis,320,416,PHARM
CHE,2023,4297,826004,0.48,Roche,336,437,PHARM
CHE,2023,4297,826004,0.48,UBS,235,306,FIN
CHE,2023,4297,826004,0.48,ABB,258,335,MFG
CHE,2023,4297,826004,0.48,Zurich Insurance,188,244,FIN
CHE,2023,4297,826004,0.48,UBS (post-CS merger),211,274,FIN
CHE,2023,4297,826004,0.48,Swatch Group,133,160,CONS
CHE,2023,4297,826004,0.48,Swiss Re,164,197,FIN
CHE,2023,4297,826004,0.48,Lonza,180,234,PHARM
CHE,2024,5371,867304,0.52,Nestlé,439,571,FOOD
CHE,2024,5371,867304,0.52,Novartis,400,520,PHARM
CHE,2024,5371,867304,0.52,Roche,420,546,PHARM
CHE,2024,5371,867304,0.52,UBS,294,382,FIN
CHE,2024,5371,867304,0.52,ABB,323,420,MFG
CHE,2024,5371,867304,0.52,Zurich Insurance,235,306,FIN
CHE,2024,5371,867304,0.52,UBS Group,264,343,FIN
CHE,2024,5371,867304,0.52,Swatch Group,166,199,CONS
CHE,2024,5371,867304,0.52,Swiss Re,205,246,FIN
CHE,2024,5371,867304,0.52,Lonza,225,293,PHARM
                        
